head	relation	tail	head_cui	tail_cui	source
Entity8950	interacts_with	Entity6907	C1089492	C1089493	synthetic
Entity8950	precedes	Entity703	C1089494	C1089495	synthetic
Entity8950	regulates	Entity4903	C1089496	C1089497	synthetic
Entity8950	derived_from	Entity7732	C1089498	C1089499	synthetic
Entity8951	co_occurs_with	Entity622	C1089500	C1089501	synthetic
Entity8951	part_of	Entity8075	C1089502	C1089503	synthetic
Entity8951	follows	Entity8334	C1089504	C1089505	synthetic
Entity8951	follows	Entity8635	C1089506	C1089507	synthetic
Entity8951	mutated_in	Entity6313	C1089508	C1089509	synthetic
Entity8952	derived_from	Entity8529	C1089510	C1089511	synthetic
Entity8952	regulates	Entity8164	C1089512	C1089513	synthetic
Entity8952	activates	Entity3575	C1089514	C1089515	synthetic
Entity8952	part_of	Entity3244	C1089516	C1089517	synthetic
Entity8952	part_of	Entity9053	C1089518	C1089519	synthetic
Entity8953	belongs_to_pathway	Entity8530	C1089520	C1089521	synthetic
Entity8953	belongs_to_pathway	Entity2544	C1089522	C1089523	synthetic
Entity8953	correlated_with	Entity9111	C1089524	C1089525	synthetic
Entity8953	regulates	Entity957	C1089526	C1089527	synthetic
Entity8953	located_in	Entity9347	C1089528	C1089529	synthetic
Entity8954	has_phenotype	Entity2648	C1089530	C1089531	synthetic
Entity8954	has_phenotype	Entity2731	C1089532	C1089533	synthetic
Entity8954	precedes	Entity5271	C1089534	C1089535	synthetic
Entity8954	activates	Entity480	C1089536	C1089537	synthetic
Entity8954	belongs_to_pathway	Entity1852	C1089538	C1089539	synthetic
Entity8955	part_of	Entity3618	C1089540	C1089541	synthetic
Entity8955	inhibits	Entity5490	C1089542	C1089543	synthetic
Entity8955	inhibits	Entity1061	C1089544	C1089545	synthetic
Entity8955	inhibits	Entity1209	C1089546	C1089547	synthetic
Entity8955	expressed_in	Entity5833	C1089548	C1089549	synthetic
Entity8956	regulates	Entity1092	C1089550	C1089551	synthetic
Entity8956	belongs_to_pathway	Entity8295	C1089552	C1089553	synthetic
Entity8956	belongs_to_pathway	Entity7924	C1089554	C1089555	synthetic
Entity8956	similar_to	Entity1244	C1089556	C1089557	synthetic
Entity8956	activates	Entity4382	C1089558	C1089559	synthetic
Entity8957	part_of	Entity1042	C1089560	C1089561	synthetic
Entity8957	derived_from	Entity3037	C1089562	C1089563	synthetic
Entity8957	treats	Entity2111	C1089564	C1089565	synthetic
Entity8957	similar_to	Entity9628	C1089566	C1089567	synthetic
Entity8957	interacts_with	Entity4033	C1089568	C1089569	synthetic
Entity8958	has_phenotype	Entity4891	C1089570	C1089571	synthetic
Entity8958	mutated_in	Entity7403	C1089572	C1089573	synthetic
Entity8958	has_phenotype	Entity7003	C1089574	C1089575	synthetic
Entity8958	mutated_in	Entity4941	C1089576	C1089577	synthetic
Entity8958	correlated_with	Entity5301	C1089578	C1089579	synthetic
Entity8959	located_in	Entity6951	C1089580	C1089581	synthetic
Entity8959	interacts_with	Entity50	C1089582	C1089583	synthetic
Entity8959	binds_to	Entity9340	C1089584	C1089585	synthetic
Entity8959	interacts_with	Entity6570	C1089586	C1089587	synthetic
Entity8959	derived_from	Entity1978	C1089588	C1089589	synthetic
Entity8960	precedes	Entity8	C1089590	C1089591	synthetic
Entity8960	associated_with	Entity1877	C1089592	C1089593	synthetic
Entity8960	regulates	Entity7939	C1089594	C1089595	synthetic
Entity8960	mutated_in	Entity5518	C1089596	C1089597	synthetic
Entity8960	regulates	Entity5808	C1089598	C1089599	synthetic
Entity8961	located_in	Entity8940	C1089600	C1089601	synthetic
Entity8961	belongs_to_pathway	Entity1928	C1089602	C1089603	synthetic
Entity8961	correlated_with	Entity680	C1089604	C1089605	synthetic
Entity8961	belongs_to_pathway	Entity5917	C1089606	C1089607	synthetic
Entity8961	treats	Entity1819	C1089608	C1089609	synthetic
Entity8962	precedes	Entity802	C1089610	C1089611	synthetic
Entity8962	inhibits	Entity291	C1089612	C1089613	synthetic
Entity8962	located_in	Entity244	C1089614	C1089615	synthetic
Entity8962	has_phenotype	Entity1899	C1089616	C1089617	synthetic
Entity8962	co_occurs_with	Entity4842	C1089618	C1089619	synthetic
Entity8963	causes	Entity1532	C1089620	C1089621	synthetic
Entity8963	similar_to	Entity5230	C1089622	C1089623	synthetic
Entity8963	similar_to	Entity8801	C1089624	C1089625	synthetic
Entity8963	activates	Entity994	C1089626	C1089627	synthetic
Entity8963	interacts_with	Entity7562	C1089628	C1089629	synthetic
Entity8964	interacts_with	Entity3370	C1089630	C1089631	synthetic
Entity8964	follows	Entity1447	C1089632	C1089633	synthetic
Entity8964	expressed_in	Entity5061	C1089634	C1089635	synthetic
Entity8964	treats	Entity7470	C1089636	C1089637	synthetic
Entity8964	causes	Entity731	C1089638	C1089639	synthetic
Entity8965	derived_from	Entity3240	C1089640	C1089641	synthetic
Entity8965	derived_from	Entity6314	C1089642	C1089643	synthetic
Entity8965	derived_from	Entity148	C1089644	C1089645	synthetic
Entity8965	expressed_in	Entity3437	C1089646	C1089647	synthetic
Entity8965	co_occurs_with	Entity9102	C1089648	C1089649	synthetic
Entity8966	precedes	Entity8582	C1089650	C1089651	synthetic
Entity8966	has_phenotype	Entity1068	C1089652	C1089653	synthetic
Entity8966	binds_to	Entity9569	C1089654	C1089655	synthetic
Entity8966	derived_from	Entity5515	C1089656	C1089657	synthetic
Entity8966	located_in	Entity1006	C1089658	C1089659	synthetic
Entity8967	belongs_to_pathway	Entity9373	C1089660	C1089661	synthetic
Entity8967	follows	Entity5311	C1089662	C1089663	synthetic
Entity8967	interacts_with	Entity9309	C1089664	C1089665	synthetic
Entity8967	mutated_in	Entity5412	C1089666	C1089667	synthetic
Entity8967	mutated_in	Entity4362	C1089668	C1089669	synthetic
Entity8968	belongs_to_pathway	Entity7766	C1089670	C1089671	synthetic
Entity8968	part_of	Entity964	C1089672	C1089673	synthetic
Entity8968	interacts_with	Entity501	C1089674	C1089675	synthetic
Entity8968	interacts_with	Entity6166	C1089676	C1089677	synthetic
Entity8968	inhibits	Entity5516	C1089678	C1089679	synthetic
Entity8969	binds_to	Entity6410	C1089680	C1089681	synthetic
Entity8969	activates	Entity4568	C1089682	C1089683	synthetic
Entity8969	located_in	Entity1081	C1089684	C1089685	synthetic
Entity8969	activates	Entity2689	C1089686	C1089687	synthetic
Entity8969	associated_with	Entity244	C1089688	C1089689	synthetic
Entity8970	associated_with	Entity4064	C1089690	C1089691	synthetic
Entity8970	regulates	Entity485	C1089692	C1089693	synthetic
Entity8970	mutated_in	Entity5748	C1089694	C1089695	synthetic
Entity8970	correlated_with	Entity707	C1089696	C1089697	synthetic
Entity8970	inhibits	Entity2602	C1089698	C1089699	synthetic
Entity8971	associated_with	Entity5120	C1089700	C1089701	synthetic
Entity8971	correlated_with	Entity6205	C1089702	C1089703	synthetic
Entity8971	correlated_with	Entity8761	C1089704	C1089705	synthetic
Entity8971	activates	Entity8977	C1089706	C1089707	synthetic
Entity8971	treats	Entity1092	C1089708	C1089709	synthetic
Entity8972	follows	Entity4742	C1089710	C1089711	synthetic
Entity8972	inhibits	Entity6650	C1089712	C1089713	synthetic
Entity8972	derived_from	Entity8336	C1089714	C1089715	synthetic
Entity8972	derived_from	Entity8117	C1089716	C1089717	synthetic
Entity8972	binds_to	Entity8877	C1089718	C1089719	synthetic
Entity8973	binds_to	Entity4346	C1089720	C1089721	synthetic
Entity8973	expressed_in	Entity1079	C1089722	C1089723	synthetic
Entity8973	part_of	Entity1840	C1089724	C1089725	synthetic
Entity8973	co_occurs_with	Entity1094	C1089726	C1089727	synthetic
Entity8973	located_in	Entity838	C1089728	C1089729	synthetic
Entity8974	expressed_in	Entity2421	C1089730	C1089731	synthetic
Entity8974	co_occurs_with	Entity1818	C1089732	C1089733	synthetic
Entity8974	follows	Entity8889	C1089734	C1089735	synthetic
Entity8974	expressed_in	Entity5045	C1089736	C1089737	synthetic
Entity8974	associated_with	Entity6761	C1089738	C1089739	synthetic
Entity8975	expressed_in	Entity3220	C1089740	C1089741	synthetic
Entity8975	associated_with	Entity237	C1089742	C1089743	synthetic
Entity8975	follows	Entity3468	C1089744	C1089745	synthetic
Entity8975	mutated_in	Entity353	C1089746	C1089747	synthetic
Entity8975	belongs_to_pathway	Entity1857	C1089748	C1089749	synthetic
Entity8976	expressed_in	Entity5070	C1089750	C1089751	synthetic
Entity8976	part_of	Entity5763	C1089752	C1089753	synthetic
Entity8976	expressed_in	Entity5101	C1089754	C1089755	synthetic
Entity8976	activates	Entity8304	C1089756	C1089757	synthetic
Entity8976	precedes	Entity9585	C1089758	C1089759	synthetic
Entity8977	interacts_with	Entity1665	C1089760	C1089761	synthetic
Entity8977	interacts_with	Entity2332	C1089762	C1089763	synthetic
Entity8977	belongs_to_pathway	Entity542	C1089764	C1089765	synthetic
Entity8977	co_occurs_with	Entity9672	C1089766	C1089767	synthetic
Entity8977	treats	Entity217	C1089768	C1089769	synthetic
Entity8978	binds_to	Entity3055	C1089770	C1089771	synthetic
Entity8978	expressed_in	Entity4598	C1089772	C1089773	synthetic
Entity8978	located_in	Entity3235	C1089774	C1089775	synthetic
Entity8978	expressed_in	Entity118	C1089776	C1089777	synthetic
Entity8978	derived_from	Entity5227	C1089778	C1089779	synthetic
Entity8979	activates	Entity8027	C1089780	C1089781	synthetic
Entity8979	mutated_in	Entity2936	C1089782	C1089783	synthetic
Entity8979	interacts_with	Entity9775	C1089784	C1089785	synthetic
Entity8979	interacts_with	Entity7398	C1089786	C1089787	synthetic
Entity8979	activates	Entity2688	C1089788	C1089789	synthetic
Entity8980	causes	Entity3058	C1089790	C1089791	synthetic
Entity8980	belongs_to_pathway	Entity9798	C1089792	C1089793	synthetic
Entity8980	regulates	Entity5412	C1089794	C1089795	synthetic
Entity8980	part_of	Entity29	C1089796	C1089797	synthetic
Entity8980	binds_to	Entity3197	C1089798	C1089799	synthetic
Entity8981	located_in	Entity3756	C1089800	C1089801	synthetic
Entity8981	precedes	Entity8365	C1089802	C1089803	synthetic
Entity8981	follows	Entity6829	C1089804	C1089805	synthetic
Entity8981	binds_to	Entity1729	C1089806	C1089807	synthetic
Entity8981	causes	Entity9016	C1089808	C1089809	synthetic
Entity8982	associated_with	Entity3521	C1089810	C1089811	synthetic
Entity8982	derived_from	Entity6426	C1089812	C1089813	synthetic
Entity8982	located_in	Entity6097	C1089814	C1089815	synthetic
Entity8982	inhibits	Entity9470	C1089816	C1089817	synthetic
Entity8982	associated_with	Entity323	C1089818	C1089819	synthetic
Entity8983	causes	Entity9965	C1089820	C1089821	synthetic
Entity8983	correlated_with	Entity4056	C1089822	C1089823	synthetic
Entity8983	belongs_to_pathway	Entity7880	C1089824	C1089825	synthetic
Entity8983	derived_from	Entity5428	C1089826	C1089827	synthetic
Entity8983	located_in	Entity7361	C1089828	C1089829	synthetic
Entity8984	activates	Entity1315	C1089830	C1089831	synthetic
Entity8984	mutated_in	Entity4356	C1089832	C1089833	synthetic
Entity8984	expressed_in	Entity9116	C1089834	C1089835	synthetic
Entity8984	inhibits	Entity3785	C1089836	C1089837	synthetic
Entity8984	binds_to	Entity4482	C1089838	C1089839	synthetic
Entity8985	associated_with	Entity3855	C1089840	C1089841	synthetic
Entity8985	co_occurs_with	Entity4114	C1089842	C1089843	synthetic
Entity8985	regulates	Entity1476	C1089844	C1089845	synthetic
Entity8985	co_occurs_with	Entity2819	C1089846	C1089847	synthetic
Entity8985	associated_with	Entity2181	C1089848	C1089849	synthetic
Entity8986	treats	Entity5682	C1089850	C1089851	synthetic
Entity8986	part_of	Entity3163	C1089852	C1089853	synthetic
Entity8986	regulates	Entity5841	C1089854	C1089855	synthetic
Entity8986	regulates	Entity1603	C1089856	C1089857	synthetic
Entity8986	interacts_with	Entity9326	C1089858	C1089859	synthetic
Entity8987	interacts_with	Entity6967	C1089860	C1089861	synthetic
Entity8987	treats	Entity1457	C1089862	C1089863	synthetic
Entity8987	correlated_with	Entity2452	C1089864	C1089865	synthetic
Entity8987	expressed_in	Entity4184	C1089866	C1089867	synthetic
Entity8987	derived_from	Entity5218	C1089868	C1089869	synthetic
Entity8988	part_of	Entity1473	C1089870	C1089871	synthetic
Entity8988	mutated_in	Entity6468	C1089872	C1089873	synthetic
Entity8988	expressed_in	Entity3955	C1089874	C1089875	synthetic
Entity8988	precedes	Entity6597	C1089876	C1089877	synthetic
Entity8988	expressed_in	Entity6853	C1089878	C1089879	synthetic
Entity8989	treats	Entity6020	C1089880	C1089881	synthetic
Entity8989	similar_to	Entity3157	C1089882	C1089883	synthetic
Entity8989	expressed_in	Entity7813	C1089884	C1089885	synthetic
Entity8989	located_in	Entity7765	C1089886	C1089887	synthetic
Entity8989	associated_with	Entity9850	C1089888	C1089889	synthetic
Entity8990	has_phenotype	Entity5820	C1089890	C1089891	synthetic
Entity8990	part_of	Entity5856	C1089892	C1089893	synthetic
Entity8990	correlated_with	Entity182	C1089894	C1089895	synthetic
Entity8990	correlated_with	Entity4617	C1089896	C1089897	synthetic
Entity8990	interacts_with	Entity3380	C1089898	C1089899	synthetic
Entity8991	inhibits	Entity245	C1089900	C1089901	synthetic
Entity8991	regulates	Entity4357	C1089902	C1089903	synthetic
Entity8991	part_of	Entity6714	C1089904	C1089905	synthetic
Entity8991	inhibits	Entity4368	C1089906	C1089907	synthetic
Entity8991	similar_to	Entity941	C1089908	C1089909	synthetic
Entity8992	part_of	Entity4622	C1089910	C1089911	synthetic
Entity8992	mutated_in	Entity8224	C1089912	C1089913	synthetic
Entity8992	part_of	Entity774	C1089914	C1089915	synthetic
Entity8992	located_in	Entity7772	C1089916	C1089917	synthetic
Entity8992	treats	Entity8230	C1089918	C1089919	synthetic
Entity8993	similar_to	Entity2376	C1089920	C1089921	synthetic
Entity8993	correlated_with	Entity8398	C1089922	C1089923	synthetic
Entity8993	part_of	Entity8459	C1089924	C1089925	synthetic
Entity8993	treats	Entity5	C1089926	C1089927	synthetic
Entity8993	expressed_in	Entity2940	C1089928	C1089929	synthetic
Entity8994	part_of	Entity6643	C1089930	C1089931	synthetic
Entity8994	has_phenotype	Entity9263	C1089932	C1089933	synthetic
Entity8994	part_of	Entity1447	C1089934	C1089935	synthetic
Entity8994	derived_from	Entity834	C1089936	C1089937	synthetic
Entity8994	part_of	Entity2783	C1089938	C1089939	synthetic
Entity8995	regulates	Entity4985	C1089940	C1089941	synthetic
Entity8995	associated_with	Entity2334	C1089942	C1089943	synthetic
Entity8995	mutated_in	Entity6066	C1089944	C1089945	synthetic
Entity8995	inhibits	Entity360	C1089946	C1089947	synthetic
Entity8995	derived_from	Entity612	C1089948	C1089949	synthetic
Entity8996	co_occurs_with	Entity5526	C1089950	C1089951	synthetic
Entity8996	expressed_in	Entity1673	C1089952	C1089953	synthetic
Entity8996	co_occurs_with	Entity9172	C1089954	C1089955	synthetic
Entity8996	inhibits	Entity5804	C1089956	C1089957	synthetic
Entity8996	regulates	Entity3583	C1089958	C1089959	synthetic
Entity8997	associated_with	Entity8289	C1089960	C1089961	synthetic
Entity8997	associated_with	Entity9178	C1089962	C1089963	synthetic
Entity8997	inhibits	Entity1214	C1089964	C1089965	synthetic
Entity8997	causes	Entity7165	C1089966	C1089967	synthetic
Entity8997	follows	Entity5054	C1089968	C1089969	synthetic
Entity8998	co_occurs_with	Entity4827	C1089970	C1089971	synthetic
Entity8998	expressed_in	Entity4239	C1089972	C1089973	synthetic
Entity8998	binds_to	Entity1967	C1089974	C1089975	synthetic
Entity8998	belongs_to_pathway	Entity2889	C1089976	C1089977	synthetic
Entity8998	precedes	Entity4301	C1089978	C1089979	synthetic
Entity8999	similar_to	Entity2974	C1089980	C1089981	synthetic
Entity8999	precedes	Entity1624	C1089982	C1089983	synthetic
Entity8999	precedes	Entity9626	C1089984	C1089985	synthetic
Entity8999	regulates	Entity498	C1089986	C1089987	synthetic
Entity8999	similar_to	Entity5234	C1089988	C1089989	synthetic
Entity9000	follows	Entity6456	C1089990	C1089991	synthetic
Entity9000	mutated_in	Entity2935	C1089992	C1089993	synthetic
Entity9000	derived_from	Entity9256	C1089994	C1089995	synthetic
Entity9000	has_phenotype	Entity2561	C1089996	C1089997	synthetic
Entity9000	regulates	Entity9202	C1089998	C1089999	synthetic
Entity9001	associated_with	Entity7784	C1090000	C1090001	synthetic
Entity9001	expressed_in	Entity7882	C1090002	C1090003	synthetic
Entity9001	co_occurs_with	Entity1895	C1090004	C1090005	synthetic
Entity9001	part_of	Entity7002	C1090006	C1090007	synthetic
Entity9001	follows	Entity9629	C1090008	C1090009	synthetic
Entity9002	part_of	Entity5957	C1090010	C1090011	synthetic
Entity9002	has_phenotype	Entity923	C1090012	C1090013	synthetic
Entity9002	causes	Entity3700	C1090014	C1090015	synthetic
Entity9002	binds_to	Entity4296	C1090016	C1090017	synthetic
Entity9002	treats	Entity3641	C1090018	C1090019	synthetic
Entity9003	similar_to	Entity9996	C1090020	C1090021	synthetic
Entity9003	causes	Entity4920	C1090022	C1090023	synthetic
Entity9003	activates	Entity6440	C1090024	C1090025	synthetic
Entity9003	part_of	Entity5905	C1090026	C1090027	synthetic
Entity9003	co_occurs_with	Entity822	C1090028	C1090029	synthetic
Entity9004	causes	Entity24	C1090030	C1090031	synthetic
Entity9004	regulates	Entity7281	C1090032	C1090033	synthetic
Entity9004	similar_to	Entity1011	C1090034	C1090035	synthetic
Entity9004	activates	Entity4005	C1090036	C1090037	synthetic
Entity9004	co_occurs_with	Entity9315	C1090038	C1090039	synthetic
Entity9005	belongs_to_pathway	Entity3562	C1090040	C1090041	synthetic
Entity9005	associated_with	Entity1880	C1090042	C1090043	synthetic
Entity9005	associated_with	Entity9497	C1090044	C1090045	synthetic
Entity9005	inhibits	Entity9510	C1090046	C1090047	synthetic
Entity9005	treats	Entity3447	C1090048	C1090049	synthetic
Entity9006	derived_from	Entity8532	C1090050	C1090051	synthetic
Entity9006	activates	Entity8413	C1090052	C1090053	synthetic
Entity9006	correlated_with	Entity9539	C1090054	C1090055	synthetic
Entity9006	follows	Entity5290	C1090056	C1090057	synthetic
Entity9006	binds_to	Entity1079	C1090058	C1090059	synthetic
Entity9007	part_of	Entity6284	C1090060	C1090061	synthetic
Entity9007	located_in	Entity3988	C1090062	C1090063	synthetic
Entity9007	located_in	Entity6166	C1090064	C1090065	synthetic
Entity9007	follows	Entity3791	C1090066	C1090067	synthetic
Entity9007	precedes	Entity1097	C1090068	C1090069	synthetic
Entity9008	causes	Entity9415	C1090070	C1090071	synthetic
Entity9008	follows	Entity690	C1090072	C1090073	synthetic
Entity9008	correlated_with	Entity1926	C1090074	C1090075	synthetic
Entity9008	co_occurs_with	Entity9	C1090076	C1090077	synthetic
Entity9008	mutated_in	Entity3838	C1090078	C1090079	synthetic
Entity9009	correlated_with	Entity1551	C1090080	C1090081	synthetic
Entity9009	has_phenotype	Entity9686	C1090082	C1090083	synthetic
Entity9009	binds_to	Entity2031	C1090084	C1090085	synthetic
Entity9009	part_of	Entity1049	C1090086	C1090087	synthetic
Entity9009	inhibits	Entity8020	C1090088	C1090089	synthetic
Entity9010	correlated_with	Entity4549	C1090090	C1090091	synthetic
Entity9010	causes	Entity6430	C1090092	C1090093	synthetic
Entity9010	treats	Entity7403	C1090094	C1090095	synthetic
Entity9010	co_occurs_with	Entity7449	C1090096	C1090097	synthetic
Entity9010	regulates	Entity5124	C1090098	C1090099	synthetic
Entity9011	associated_with	Entity5996	C1090100	C1090101	synthetic
Entity9011	has_phenotype	Entity7938	C1090102	C1090103	synthetic
Entity9011	correlated_with	Entity6480	C1090104	C1090105	synthetic
Entity9011	precedes	Entity6999	C1090106	C1090107	synthetic
Entity9011	regulates	Entity434	C1090108	C1090109	synthetic
Entity9012	co_occurs_with	Entity8028	C1090110	C1090111	synthetic
Entity9012	causes	Entity9381	C1090112	C1090113	synthetic
Entity9012	treats	Entity944	C1090114	C1090115	synthetic
Entity9012	precedes	Entity3113	C1090116	C1090117	synthetic
Entity9012	has_phenotype	Entity8734	C1090118	C1090119	synthetic
Entity9013	similar_to	Entity9443	C1090120	C1090121	synthetic
Entity9013	similar_to	Entity8863	C1090122	C1090123	synthetic
Entity9013	follows	Entity1172	C1090124	C1090125	synthetic
Entity9013	activates	Entity1481	C1090126	C1090127	synthetic
Entity9013	treats	Entity3067	C1090128	C1090129	synthetic
Entity9014	co_occurs_with	Entity1926	C1090130	C1090131	synthetic
Entity9014	belongs_to_pathway	Entity901	C1090132	C1090133	synthetic
Entity9014	regulates	Entity9517	C1090134	C1090135	synthetic
Entity9014	located_in	Entity6377	C1090136	C1090137	synthetic
Entity9014	located_in	Entity9661	C1090138	C1090139	synthetic
Entity9015	binds_to	Entity1746	C1090140	C1090141	synthetic
Entity9015	follows	Entity7768	C1090142	C1090143	synthetic
Entity9015	follows	Entity7472	C1090144	C1090145	synthetic
Entity9015	correlated_with	Entity3256	C1090146	C1090147	synthetic
Entity9015	expressed_in	Entity9516	C1090148	C1090149	synthetic
Entity9016	part_of	Entity6412	C1090150	C1090151	synthetic
Entity9016	correlated_with	Entity4369	C1090152	C1090153	synthetic
Entity9016	activates	Entity1513	C1090154	C1090155	synthetic
Entity9016	has_phenotype	Entity4052	C1090156	C1090157	synthetic
Entity9016	follows	Entity2109	C1090158	C1090159	synthetic
Entity9017	binds_to	Entity5819	C1090160	C1090161	synthetic
Entity9017	associated_with	Entity944	C1090162	C1090163	synthetic
Entity9017	regulates	Entity5727	C1090164	C1090165	synthetic
Entity9017	activates	Entity5408	C1090166	C1090167	synthetic
Entity9017	regulates	Entity454	C1090168	C1090169	synthetic
Entity9018	interacts_with	Entity2197	C1090170	C1090171	synthetic
Entity9018	activates	Entity4672	C1090172	C1090173	synthetic
Entity9018	derived_from	Entity1399	C1090174	C1090175	synthetic
Entity9018	has_phenotype	Entity6713	C1090176	C1090177	synthetic
Entity9018	precedes	Entity1874	C1090178	C1090179	synthetic
Entity9019	follows	Entity9725	C1090180	C1090181	synthetic
Entity9019	associated_with	Entity4168	C1090182	C1090183	synthetic
Entity9019	located_in	Entity3247	C1090184	C1090185	synthetic
Entity9019	causes	Entity4279	C1090186	C1090187	synthetic
Entity9019	follows	Entity2285	C1090188	C1090189	synthetic
Entity9020	treats	Entity8863	C1090190	C1090191	synthetic
Entity9020	correlated_with	Entity7097	C1090192	C1090193	synthetic
Entity9020	precedes	Entity7986	C1090194	C1090195	synthetic
Entity9020	inhibits	Entity3568	C1090196	C1090197	synthetic
Entity9020	located_in	Entity3057	C1090198	C1090199	synthetic
Entity9021	interacts_with	Entity2588	C1090200	C1090201	synthetic
Entity9021	associated_with	Entity297	C1090202	C1090203	synthetic
Entity9021	precedes	Entity3688	C1090204	C1090205	synthetic
Entity9021	correlated_with	Entity5519	C1090206	C1090207	synthetic
Entity9021	co_occurs_with	Entity4364	C1090208	C1090209	synthetic
Entity9022	follows	Entity2122	C1090210	C1090211	synthetic
Entity9022	belongs_to_pathway	Entity1963	C1090212	C1090213	synthetic
Entity9022	interacts_with	Entity6077	C1090214	C1090215	synthetic
Entity9022	mutated_in	Entity5261	C1090216	C1090217	synthetic
Entity9022	follows	Entity1720	C1090218	C1090219	synthetic
Entity9023	inhibits	Entity8669	C1090220	C1090221	synthetic
Entity9023	expressed_in	Entity6686	C1090222	C1090223	synthetic
Entity9023	associated_with	Entity3503	C1090224	C1090225	synthetic
Entity9023	treats	Entity8777	C1090226	C1090227	synthetic
Entity9023	expressed_in	Entity7573	C1090228	C1090229	synthetic
Entity9024	associated_with	Entity6522	C1090230	C1090231	synthetic
Entity9024	derived_from	Entity7884	C1090232	C1090233	synthetic
Entity9024	expressed_in	Entity1453	C1090234	C1090235	synthetic
Entity9024	expressed_in	Entity4525	C1090236	C1090237	synthetic
Entity9024	regulates	Entity823	C1090238	C1090239	synthetic
Entity9025	treats	Entity4229	C1090240	C1090241	synthetic
Entity9025	located_in	Entity5451	C1090242	C1090243	synthetic
Entity9025	expressed_in	Entity8887	C1090244	C1090245	synthetic
Entity9025	co_occurs_with	Entity981	C1090246	C1090247	synthetic
Entity9025	co_occurs_with	Entity2530	C1090248	C1090249	synthetic
Entity9026	follows	Entity9746	C1090250	C1090251	synthetic
Entity9026	regulates	Entity9321	C1090252	C1090253	synthetic
Entity9026	part_of	Entity9364	C1090254	C1090255	synthetic
Entity9026	causes	Entity4556	C1090256	C1090257	synthetic
Entity9026	correlated_with	Entity1972	C1090258	C1090259	synthetic
Entity9027	follows	Entity8542	C1090260	C1090261	synthetic
Entity9027	located_in	Entity2854	C1090262	C1090263	synthetic
Entity9027	mutated_in	Entity6948	C1090264	C1090265	synthetic
Entity9027	activates	Entity9439	C1090266	C1090267	synthetic
Entity9027	similar_to	Entity6246	C1090268	C1090269	synthetic
Entity9028	causes	Entity4127	C1090270	C1090271	synthetic
Entity9028	derived_from	Entity8303	C1090272	C1090273	synthetic
Entity9028	derived_from	Entity6025	C1090274	C1090275	synthetic
Entity9028	associated_with	Entity634	C1090276	C1090277	synthetic
Entity9028	mutated_in	Entity2701	C1090278	C1090279	synthetic
Entity9029	belongs_to_pathway	Entity9545	C1090280	C1090281	synthetic
Entity9029	associated_with	Entity8040	C1090282	C1090283	synthetic
Entity9029	regulates	Entity3657	C1090284	C1090285	synthetic
Entity9029	inhibits	Entity9674	C1090286	C1090287	synthetic
Entity9029	has_phenotype	Entity5679	C1090288	C1090289	synthetic
Entity9030	binds_to	Entity3474	C1090290	C1090291	synthetic
Entity9030	co_occurs_with	Entity1925	C1090292	C1090293	synthetic
Entity9030	causes	Entity6370	C1090294	C1090295	synthetic
Entity9030	part_of	Entity7870	C1090296	C1090297	synthetic
Entity9030	co_occurs_with	Entity8550	C1090298	C1090299	synthetic
Entity9031	co_occurs_with	Entity6444	C1090300	C1090301	synthetic
Entity9031	part_of	Entity9752	C1090302	C1090303	synthetic
Entity9031	derived_from	Entity3980	C1090304	C1090305	synthetic
Entity9031	part_of	Entity9048	C1090306	C1090307	synthetic
Entity9031	part_of	Entity2029	C1090308	C1090309	synthetic
Entity9032	mutated_in	Entity5868	C1090310	C1090311	synthetic
Entity9032	follows	Entity725	C1090312	C1090313	synthetic
Entity9032	regulates	Entity8675	C1090314	C1090315	synthetic
Entity9032	activates	Entity6164	C1090316	C1090317	synthetic
Entity9032	co_occurs_with	Entity4660	C1090318	C1090319	synthetic
Entity9033	similar_to	Entity7288	C1090320	C1090321	synthetic
Entity9033	interacts_with	Entity4218	C1090322	C1090323	synthetic
Entity9033	regulates	Entity5682	C1090324	C1090325	synthetic
Entity9033	inhibits	Entity7032	C1090326	C1090327	synthetic
Entity9033	regulates	Entity3570	C1090328	C1090329	synthetic
Entity9034	interacts_with	Entity4873	C1090330	C1090331	synthetic
Entity9034	treats	Entity592	C1090332	C1090333	synthetic
Entity9034	precedes	Entity2899	C1090334	C1090335	synthetic
Entity9034	mutated_in	Entity462	C1090336	C1090337	synthetic
Entity9034	treats	Entity9496	C1090338	C1090339	synthetic
Entity9035	inhibits	Entity4975	C1090340	C1090341	synthetic
Entity9035	binds_to	Entity9425	C1090342	C1090343	synthetic
Entity9035	causes	Entity2384	C1090344	C1090345	synthetic
Entity9035	binds_to	Entity7270	C1090346	C1090347	synthetic
Entity9035	causes	Entity8208	C1090348	C1090349	synthetic
Entity9036	belongs_to_pathway	Entity1118	C1090350	C1090351	synthetic
Entity9036	part_of	Entity5893	C1090352	C1090353	synthetic
Entity9036	mutated_in	Entity7503	C1090354	C1090355	synthetic
Entity9036	has_phenotype	Entity928	C1090356	C1090357	synthetic
Entity9036	belongs_to_pathway	Entity6305	C1090358	C1090359	synthetic
Entity9037	mutated_in	Entity2237	C1090360	C1090361	synthetic
Entity9037	treats	Entity7457	C1090362	C1090363	synthetic
Entity9037	expressed_in	Entity9906	C1090364	C1090365	synthetic
